,_id,Customer ID,username,Customer Names,Email IDs,Country,adults,children,Total People,Reserved Room_Type,check_in,check_out,Meals,reservation_status,reservation_status_date,Price
2991,2992,2934,hpetty,Tim Castro,tim.castro@example.com,China,1,0,1,Standard Room,2015-09-14,2015-09-21,Bed & Breakfast,Check-Out,2015-09-16,125
2995,2996,2938,davisgina,Nicole May,nicole.may@example.com,France,3,0,3,Standard Room,2015-09-14,2015-09-21,No Meal,Check-Out,2015-09-17,100
3003,3004,2539,annenelson,Jennifer Thompson,jennifer.thompson@example.com,China,1,0,1,Standard Room,2015-09-14,2015-09-21,Bed & Breakfast,Check-Out,2015-09-17,125
3018,3019,2960,markbaker,Brian Davis,brian.davis@example.com,Portugal,1,0,1,Standard Room,2015-09-14,2015-09-21,Bed & Breakfast,Check-Out,2015-09-18,125
3021,3022,2963,wjohnson,Kristine Spencer,kristine.spencer@example.com,Portugal,1,0,1,Standard Room,2015-09-14,2015-09-21,Bed & Breakfast,No-Show,2015-09-14,125
3023,3024,2964,frostrobert,Kimberly Carter,kimberly.carter@example.com,Portugal,3,0,3,Standard Room,2015-09-14,2015-09-21,No Meal,Canceled,2015-08-31,100
3027,3028,2968,mosesmichael,Jerry Singh,jerry.singh@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-16,125
3030,3031,2971,brianalawson,Donna Garrett,donna.garrett@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-16,125
3031,3032,2972,sknight,Susan Johnson,susan.johnson@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Canceled,2015-08-13,125
3033,3034,1147,davidporter,Jennifer Johnson,jennifer.johnson@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Canceled,2015-08-13,125
3035,3036,2975,sarahbrown,Gregory Foley,gregory.foley@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-16,125
3036,3037,2976,hfrazier,Emily Simmons,emily.simmons@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Half Board,Check-Out,2015-09-16,145
3037,3038,2977,mcculloughmatthew,Mr. Corey Santos II,mr..corey santos.ii@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Canceled,2015-09-04,125
3039,3040,2979,michael00,Clinton Bryant,clinton.bryant@example.com,Russian Federation,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-17,125
3040,3041,2980,william15,Frank Bird,frank.bird@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-17,125
3041,3042,2981,beckerstanley,Nancy Mendoza,nancy.mendoza@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Canceled,2015-08-15,125
3046,3047,2986,steven92,Zachary Kelly,zachary.kelly@example.com,Belarus,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3048,3049,2988,kristina54,Jennifer Watson,jennifer.watson@example.com,France,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3050,3051,2990,sarmstrong,Christopher King,christopher.king@example.com,Belarus,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3054,3055,2994,millerkristy,Kevin Nguyen,kevin.nguyen@example.com,Russian Federation,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3055,3056,2995,jeremy76,Rachel Deleon,rachel.deleon@example.com,Russian Federation,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3056,3057,2996,jennifer44,Theresa Little,theresa.little@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3058,3059,2998,erin32,Ronald Brooks,ronald.brooks@example.com,France,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3059,3060,2999,jonathancoffey,Rebecca Gray,rebecca.gray@example.com,Angola,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3060,3061,3000,nancy18,Michael Welch,michael.welch@example.com,Russian Federation,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3063,3064,3003,ralph24,Douglas Davis,douglas.davis@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Canceled,2015-09-04,125
3064,3065,3004,williegoodman,Joyce Calderon,joyce.calderon@example.com,Russian Federation,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3065,3066,3005,hbradley,Vanessa Wilson,vanessa.wilson@example.com,Russian Federation,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3066,3067,3006,derekanderson,Frank Todd,frank.todd@example.com,Russian Federation,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3067,3068,3007,ashleysnyder,Bradley Martinez,bradley.martinez@example.com,Portugal,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-18,125
3072,3073,3012,willieperry,Ariel Marks,ariel.marks@example.com,United States,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-24,125
3073,3074,3013,amynelson,Christine Thomas,christine.thomas@example.com,United States,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-24,125
3076,3077,3016,lopezmichael,Ann Hill,ann.hill@example.com,Germany,1,0,1,Standard Room,2015-09-15,2015-09-22,Bed & Breakfast,Check-Out,2015-09-20,125
3080,3081,3020,gomezanna,Eric Bennett,eric.bennett@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3083,3084,3023,xmann,Casey Livingston,casey.livingston@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,No-Show,2015-09-16,125
3088,3089,3027,shill,Kathleen Steele,kathleen.steele@example.com,Spain,3,0,3,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,175
3089,3090,3028,sarah55,Kristin Dunn,kristin.dunn@example.com,New Zealand,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3090,3091,3029,brownjohn,Tina Erickson,tina.erickson@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3094,3095,3033,tracey35,Phillip Bennett,phillip.bennett@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Canceled,2015-09-15,125
3097,3098,2315,marc92,Michael Jones,michael.jones@example.com,Spain,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3101,3102,3039,annetteoconnell,Brooke Price,brooke.price@example.com,United Kingdom,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-17,125
3103,3104,3041,burnsdouglas,Rachel Perez,rachel.perez@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,No-Show,2015-09-16,125
3104,3105,3042,mccoyvalerie,Benjamin Johnson,benjamin.johnson@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,No-Show,2015-09-16,125
3107,3108,3045,nsimon,Stacy Franco,stacy.franco@example.com,Spain,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3112,3113,3050,elainehardin,Austin Moore,austin.moore@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3113,3114,3051,williamsgabriel,Elizabeth Moon,elizabeth.moon@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3114,3115,3052,ycooper,Isaac Williams,isaac.williams@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3117,3118,3055,katrina36,Miranda Bailey,miranda.bailey@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3119,3120,3056,jessica00,Theresa Watson,theresa.watson@example.com,France,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3122,3123,3059,fwashington,Julie Bonilla,julie.bonilla@example.com,Portugal,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3126,3127,3063,marksjonathan,Jessica Lopez,jessica.lopez@example.com,Spain,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3128,3129,3065,timothy86,Rachael Thomas,rachael.thomas@example.com,New Zealand,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3134,3135,3071,jroach,Beth Richmond,beth.richmond@example.com,Spain,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-18,125
3143,3144,3080,frederickhorton,Gary Quinn,gary.quinn@example.com,Austria,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-21,125
3146,3147,3083,maldonadothomas,David Harris,david.harris@example.com,United States,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-22,125
3147,3148,3084,ksilva,Donna Griffith,donna.griffith@example.com,Romania,3,0,3,Deluxe Room,2015-09-16,2015-09-23,Half Board,Check-Out,2015-09-22,285
3148,3149,3085,kromero,Christopher Hampton,christopher.hampton@example.com,China,1,0,1,Standard Room,2015-09-16,2015-09-23,Bed & Breakfast,Check-Out,2015-09-22,125
3149,3150,3086,bakerwhitney,Mindy Brown,mindy.brown@example.com,Portugal,3,0,3,Deluxe Room,2015-09-16,2015-09-23,Half Board,Canceled,2015-05-25,285
3152,3153,3089,kathy52,Susan Gonzales,susan.gonzales@example.com,Portugal,3,0,3,Standard Room,2015-09-16,2015-09-23,Half Board,Canceled,2015-04-16,235
3160,3161,3097,xmendoza,Robin Solomon,robin.solomon@example.com,France,1,0,1,Standard Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-18,125
3167,3168,3104,beth61,Sarah West,sarah.west@example.com,Czechia,1,0,1,Standard Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-19,125
3168,3169,3105,patriciaford,Alexandra Guzman,alexandra.guzman@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Half Board,Check-Out,2015-09-19,145
3169,3170,3106,pvalencia,Amber Morris,amber.morris@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Half Board,Check-Out,2015-09-19,145
3170,3171,3107,monique06,Julian Chavez,julian.chavez@example.com,Romania,1,0,1,Standard Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-19,125
3172,3173,3109,wcruz,Jasmine Ward,jasmine.ward@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Half Board,Check-Out,2015-09-19,145
3173,3174,3110,dwilliams,Crystal Frederick,crystal.frederick@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Half Board,Check-Out,2015-09-19,145
3174,3175,3111,joneschristine,Tanya Garcia MD,tanya.garcia.md@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Half Board,Check-Out,2015-09-19,145
3192,3193,3129,harrissteven,Benjamin Brown,benjamin.brown@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Half Board,Check-Out,2015-09-19,145
3198,3199,3135,richardsonpeter,Jesus Huerta,jesus.huerta@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Half Board,Check-Out,2015-09-19,145
3201,3202,3137,brandonmorton,Hannah Edwards,hannah.edwards@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-20,125
3209,3210,3144,jessicawilkinson,Carolyn Jennings,carolyn.jennings@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Bed & Breakfast,Canceled,2015-09-16,125
3212,3213,3147,pfreeman,Jason Thornton,jason.thornton@example.com,France,1,0,1,Deluxe Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-20,175
3216,3217,3151,monicamcfarland,Dr. James Thompson,dr..james.thompson@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-20,125
3223,3224,3158,arellanodana,Austin Johnson,austin.johnson@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-20,125
3227,3228,3162,brownjoseph,Matthew Craig,matthew.craig@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-21,125
3229,3230,3164,jason53,Douglas Torres,douglas.torres@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-21,125
3230,3231,3165,rodneythomas,Javier Dyer,javier.dyer@example.com,Indonesia,1,0,1,Standard Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-22,125
3231,3232,3166,richard45,Shannon York,shannon.york@example.com,Germany,1,0,1,Deluxe Room,2015-09-17,2015-09-24,Bed & Breakfast,Check-Out,2015-09-24,175
3232,3233,3167,greerdavid,Matthew Green,matthew.green@example.com,Portugal,1,0,1,Standard Room,2015-09-17,2015-09-24,Half Board,Check-Out,2015-09-19,145
3243,3244,3178,amartin,Holly Cox,holly.cox@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-19,145
3250,3251,3184,courtney39,Samuel Mendez,samuel.mendez@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-19,145
3260,3261,3194,catherine69,Tracey Clark MD,tracey.clark.md@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3261,3262,3195,randolphheather,Jennifer Parker,jennifer.parker@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3264,3265,3197,brian94,Kyle Ward,kyle.ward@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Bed & Breakfast,Check-Out,2015-09-19,125
3266,3267,3199,natalie60,Kristin Thompson,kristin.thompson@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3281,3282,3213,jonathancunningham,Michael Gomez,michael.gomez@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3294,3295,3226,jessicastevens,Joseph Ray PhD,joseph.ray.phd@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3296,3297,3228,snydermadison,Tabitha Lewis,tabitha.lewis@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3297,3298,3229,kimberlyhorne,Megan Lewis,megan.lewis@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3298,3299,3230,kelly05,Leslie Morrow,leslie.morrow@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3299,3300,3231,melodybonilla,Joseph Nichols,joseph.nichols@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3304,3305,3236,dwiggins,Patrick Cardenas,patrick.cardenas@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3318,3319,3248,allenrivera,Tammy Banks,tammy.banks@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3319,3320,3249,emassey,Suzanne Sims,suzanne.sims@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3320,3321,3250,jeffreydaniels,Dr. Matthew Ortiz PhD,dr..matthew ortiz.phd@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3321,3322,1285,ingramtroy,Christopher Smith,christopher.smith@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3326,3327,3255,daviskatherine,Rebecca Krueger,rebecca.krueger@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3340,3341,3269,garymiller,Emily Morse,emily.morse@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3341,3342,3270,krauseryan,Jason Valdez,jason.valdez@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3347,3348,3276,murphymichelle,Tony Stevens,tony.stevens@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3352,3353,3281,brownamanda,Kristina Wright,kristina.wright@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3365,3366,3294,michelle62,Lisa Walters,lisa.walters@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3371,3372,3300,jameshughes,Cassandra Hunt,cassandra.hunt@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3390,3391,3319,anthony00,Derrick Powers,derrick.powers@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3391,3392,3320,rita03,Rachel Kelly,rachel.kelly@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3412,3413,3341,fcamacho,George Lynch,george.lynch@example.com,United Kingdom,1,0,1,Standard Room,2015-09-18,2015-09-25,Bed & Breakfast,Check-Out,2015-09-21,125
3417,3418,3346,nshaffer,Jason Rice,jason.rice@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-06-10,145
3419,3420,3348,kreid,Tara Greer,tara.greer@example.com,United States,1,0,1,Standard Room,2015-09-18,2015-09-25,No Meal,Check-Out,2015-09-22,100
3420,3421,3349,stephanieperry,Steve Wilson,steve.wilson@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Bed & Breakfast,Check-Out,2015-09-22,125
3422,3423,3351,vrusso,David Flores,david.flores@example.com,United Kingdom,1,0,1,Standard Room,2015-09-18,2015-09-25,Bed & Breakfast,Check-Out,2015-09-22,125
3424,3425,2988,amberwood,Jennifer Watson,jennifer.watson@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Bed & Breakfast,Check-Out,2015-09-22,125
3425,3426,3353,mossdanielle,Daniel Davis II,daniel.davis.ii@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3426,3427,3354,jeremymacdonald,Daniel Rowe,daniel.rowe@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3427,3428,3355,jessicahunter,David Rasmussen,david.rasmussen@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Check-Out,2015-09-20,145
3429,3430,3357,mccalljeremy,Stephen Walker,stephen.walker@example.com,Portugal,1,0,1,Standard Room,2015-09-18,2015-09-25,Half Board,Canceled,2015-07-06,145
3439,3440,3367,hayestanner,Heather Lowery,heather.lowery@example.com,Japan,1,0,1,Standard Room,2015-09-19,2015-09-26,Bed & Breakfast,Check-Out,2015-09-21,125
3441,3442,3369,mary40,Laura Brown,laura.brown@example.com,Japan,1,0,1,Standard Room,2015-09-19,2015-09-26,Bed & Breakfast,Check-Out,2015-09-21,125
3446,3447,3374,jonesluis,Emily Chavez,emily.chavez@example.com,Spain,3,0,3,Standard Room,2015-09-19,2015-09-26,Bed & Breakfast,Check-Out,2015-09-23,175
3450,3451,3378,jonathan09,Kylie Garrett,kylie.garrett@example.com,China,1,0,1,Standard Room,2015-09-19,2015-09-26,Bed & Breakfast,Check-Out,2015-09-22,125
3462,3463,3389,ihuff,Rickey Hughes,rickey.hughes@example.com,Portugal,1,0,1,Standard Room,2015-09-19,2015-09-26,Bed & Breakfast,Check-Out,2015-09-23,125
3467,3468,1749,leepamela,Rebecca Brennan,rebecca.brennan@example.com,Portugal,1,0,1,Standard Room,2015-09-19,2015-09-26,Bed & Breakfast,Check-Out,2015-09-23,125
3477,3478,3402,vaughnjacob,Sabrina Kelley,sabrina.kelley@example.com,Spain,1,0,1,Standard Room,2015-09-19,2015-09-26,Bed & Breakfast,Check-Out,2015-09-23,125
3499,3500,3423,amandasanchez,Cindy Moore,cindy.moore@example.com,Portugal,1,0,1,Standard Room,2015-09-20,2015-09-27,Bed & Breakfast,Check-Out,2015-09-22,125
3500,3501,3424,evance,Ashley Butler,ashley.butler@example.com,Portugal,1,0,1,Standard Room,2015-09-20,2015-09-27,Bed & Breakfast,Check-Out,2015-09-23,125
3501,3502,3425,reevesmeredith,Charles Singh,charles.singh@example.com,Portugal,1,0,1,Standard Room,2015-09-20,2015-09-27,Bed & Breakfast,Check-Out,2015-09-23,125
3503,3504,3427,davidsonbryce,Heather Gonzalez,heather.gonzalez@example.com,Portugal,1,0,1,Standard Room,2015-09-20,2015-09-27,Bed & Breakfast,Check-Out,2015-09-23,125
3507,3508,3431,diazgregory,Robert Phillips,robert.phillips@example.com,China,1,0,1,Standard Room,2015-09-20,2015-09-27,Bed & Breakfast,Check-Out,2015-09-21,125
3510,3511,3434,xreid,Melanie Evans MD,melanie.evans.md@example.com,United Kingdom,1,0,1,Standard Room,2015-09-20,2015-09-27,Bed & Breakfast,Check-Out,2015-09-24,125
3511,3512,3435,erindelgado,Teresa George,teresa.george@example.com,United Kingdom,1,0,1,Standard Room,2015-09-20,2015-09-27,Bed & Breakfast,Check-Out,2015-09-24,125
3513,3514,3437,lisaklein,Matthew Peck,matthew.peck@example.com,United Kingdom,1,0,1,Standard Room,2015-09-20,2015-09-27,Bed & Breakfast,Check-Out,2015-09-24,125
3516,3517,3440,yolandapayne,Stacey Anderson,stacey.anderson@example.com,Portugal,1,0,1,Standard Room,2015-09-20,2015-09-27,Bed & Breakfast,Check-Out,2015-09-25,125
3518,3519,3442,jenna74,Abigail Kirk,abigail.kirk@example.com,Portugal,1,0,1,Deluxe Room,2015-09-20,2015-09-27,Bed & Breakfast,Check-Out,2015-09-25,175
3535,3536,3457,jamesfrazier,Andrea Flores,andrea.flores@example.com,France,1,0,1,Standard Room,2015-09-21,2015-09-28,Bed & Breakfast,Check-Out,2015-09-23,125
3536,3537,3458,kevinsoto,Leah Nelson,leah.nelson@example.com,United Kingdom,1,0,1,Standard Room,2015-09-21,2015-09-28,Bed & Breakfast,Check-Out,2015-09-23,125
3539,3540,3461,wrightjasmine,Lydia Walker,lydia.walker@example.com,Portugal,1,0,1,Standard Room,2015-09-21,2015-09-28,Bed & Breakfast,Check-Out,2015-09-23,125
3544,3545,3466,ian08,Ryan Chang,ryan.chang@example.com,Portugal,1,0,1,Standard Room,2015-09-21,2015-09-28,Bed & Breakfast,Check-Out,2015-09-23,125
3556,3557,3478,baxterjeffery,David Schroeder,david.schroeder@example.com,Portugal,1,0,1,Standard Room,2015-09-21,2015-09-28,Half Board,Canceled,2015-09-18,145
3559,3560,3481,sophiajimenez,David Weber,david.weber@example.com,France,1,0,1,Standard Room,2015-09-21,2015-09-28,Bed & Breakfast,Check-Out,2015-09-24,125
3564,3565,3486,debra56,Kathryn Alexander,kathryn.alexander@example.com,Portugal,1,0,1,Standard Room,2015-09-21,2015-09-28,Bed & Breakfast,Canceled,2015-09-10,125
3576,3577,3498,crystalstewart,Joseph Hancock,joseph.hancock@example.com,Portugal,1,0,1,Standard Room,2015-09-22,2015-09-29,Bed & Breakfast,Check-Out,2015-09-23,125
3577,3578,3499,margaretfowler,Amanda Marshall,amanda.marshall@example.com,Portugal,1,0,1,Standard Room,2015-09-22,2015-09-29,Bed & Breakfast,Check-Out,2015-09-23,125
3579,3580,3501,walterssavannah,Terri Medina,terri.medina@example.com,Portugal,1,0,1,Standard Room,2015-09-22,2015-09-29,Bed & Breakfast,Canceled,2015-07-20,125
3581,3582,3503,brandon07,Rachel Payne,rachel.payne@example.com,Italy,1,0,1,Standard Room,2015-09-22,2015-09-29,Half Board,Check-Out,2015-09-24,145
3582,3583,3504,stewartjames,Joseph Davis,joseph.davis@example.com,Italy,1,0,1,Standard Room,2015-09-22,2015-09-29,Half Board,Check-Out,2015-09-24,145
3585,3586,3507,phillip99,Erika Watson,erika.watson@example.com,Italy,1,0,1,Standard Room,2015-09-22,2015-09-29,Half Board,Check-Out,2015-09-24,145
3590,3591,3512,karenwolf,Chad Davis,chad.davis@example.com,Germany,1,0,1,Standard Room,2015-09-22,2015-09-29,Bed & Breakfast,Check-Out,2015-09-25,125
3602,3603,3524,jefferyparker,Emma Bush,emma.bush@example.com,Portugal,3,0,3,Standard Room,2015-09-23,2015-09-30,Bed & Breakfast,Canceled,2015-08-31,175
3611,3612,3533,anita98,James Giles,james.giles@example.com,Portugal,1,0,1,Standard Room,2015-09-23,2015-09-30,Bed & Breakfast,Check-Out,2015-09-25,125
3614,3615,3536,darnold,Sarah Mitchell,sarah.mitchell@example.com,Portugal,1,0,1,Standard Room,2015-09-23,2015-09-30,Bed & Breakfast,Canceled,2015-09-17,125
3616,3617,3538,jody10,Felicia Griffin,felicia.griffin@example.com,Spain,3,0,3,Standard Room,2015-09-23,2015-09-30,Bed & Breakfast,Check-Out,2015-09-25,175
3617,3618,3539,aprilgarcia,Cindy Malone,cindy.malone@example.com,Portugal,1,0,1,Standard Room,2015-09-23,2015-09-30,Bed & Breakfast,Check-Out,2015-09-25,125
3621,3622,3542,shelleygarcia,Casey Ellis,casey.ellis@example.com,Portugal,1,0,1,Standard Room,2015-09-23,2015-09-30,Bed & Breakfast,Check-Out,2015-09-25,125
3624,3625,3545,timothy93,David Bailey,david.bailey@example.com,Portugal,1,0,1,Standard Room,2015-09-23,2015-09-30,Bed & Breakfast,Canceled,2015-09-17,125
3626,3627,3547,mitchellrodriguez,Wanda Smith,wanda.smith@example.com,Spain,1,0,1,Standard Room,2015-09-23,2015-09-30,Bed & Breakfast,Check-Out,2015-09-25,125
3627,3628,3548,lewismark,Tina Flynn,tina.flynn@example.com,Portugal,1,0,1,Standard Room,2015-09-23,2015-09-30,Bed & Breakfast,Check-Out,2015-09-25,125
3638,3639,3557,leslieschneider,Heather Curtis,heather.curtis@example.com,Spain,3,0,3,Standard Room,2015-09-23,2015-09-30,Bed & Breakfast,Check-Out,2015-09-25,175
